Protocol,Source IP,Source Port,Destination IP,Destination Port,Start Time,End Time,Duration,NAT IP,NAT Port,Device,UserID,SubscriberID,CustName,Address,Email,Phone,Alt-Phone,CustID,IP Type,Latitude,Longitude,B-Phone,B-SubscriberID,B-CustName
TCP,172.26.149.126,7759,104.250.121.251,443,2025-08-26-22:51:29,2025-08-26-22:53:13,104,198.7.157.130,20410,BRAS-003,user0096,SUB100096,Arjun Khan,"245, JLN Marg, Jaipur, India",arjun.khan651@outlook.com,916182422535,916182422414,CUST200096,dynamic,26.9009,75.83114,,,
TCP,100.99.199.65,65530,148.53.107.149,443,2025-08-25-09:00:57,2025-08-25-09:02:02,65,74.164.172.18,20132,BRAS-003,user0036,SUB100036,Aadhya Gupta,"170, Ring Road, Mumbai, India",aadhya.gupta314@outlook.com,916367837770,916367837436,CUST200036,dynamic,19.04842,72.89261,+916591549061,,Aadhya Iyer
TCP,192.168.33.147,33973,91.1.199.103,443,2025-08-25-12:41:38,2025-08-25-12:43:02,84,31.0.135.203,9456,CGNAT-005,user0163,SUB100163,Vivaan Reddy,"99, Park Street, Delhi, India",vivaan.reddy373@example.in,917524191380,917524191030,CUST200163,static,28.56674,77.20699,+919636403865,SUB324142,Vihaan Pillai
TCP,12.225.74.144,64430,132.6.25.248,443,2025-08-25-02:36:03,2025-08-25-02:38:16,133,12.225.74.144,0,BRAS-001,user0205,SUB100205,Muhammad Bose,"4, Station Rd, Ahmedabad, India",muhammad.bose3@outlook.com,917483564208,917483564375,CUST200205,static,22.97803,72.50139,+917139630571,SUB315980,Aarav Reddy
UDP,192.168.120.54,38240,196.91.91.70,28234,2025-08-23-19:15:09,2025-08-23-19:19:22,253,144.82.41.93,38574,BRAS-009,user0148,SUB100148,Ira Reddy,"131, Station Rd, Chennai, India",ira.reddy563@example.in,917190340438,917190340279,CUST200148,static,13.09158,80.25954,+919994959518,SUB251364,Ira Verma
UDP,192.168.228.106,64021,197.68.234.177,21213,2025-08-28-10:26:34,2025-08-28-10:29:17,163,96.255.237.214,23979,BRAS-007,user0178,SUB100178,Ishita Verma,"79, Nehru Marg, Lucknow, India",ishita.verma388@outlook.com,918452267528,918452267539,CUST200178,static,26.85373,80.95431,+917469624361,404457944834068,
TCP,70.117.170.20,4685,131.156.223.163,443,2025-08-23-00:43:55,2025-08-23-00:46:03,128,70.117.170.20,0,CGNAT-003,user0134,SUB100134,Arjun Das,"143, JLN Marg, Mumbai, India",arjun.das460@example.in,919551104754,919551104212,CUST200134,dynamic,19.07759,72.8777,+919316024446,404454384945613,Vihaan Das
TCP,55.105.158.36,5684,156.63.249.206,80,2025-08-24-10:38:53,2025-08-24-10:41:04,131,55.105.158.36,0,BRAS-008,user0008,SUB100008,Sara Tiwari,"231, JLN Marg, Jaipur, India",sara.tiwari449@yahoo.com,917278248963,917278248346,CUST200008,dynamic,26.92346,75.75853,+919977333905,SUB388100,Reyansh Patel
UDP,100.98.141.86,44003,158.143.134.44,53,2025-08-29-17:12:22,2025-08-29-17:13:27,65,191.224.106.148,52366,BRAS-007,user0015,SUB100015,Sai Patel,"239, Link Road, Mumbai, India",sai.patel136@yahoo.com,919247510799,919247510183,CUST200015,static,19.14025,72.86551,,404452998724470,
UDP,186.109.149.186,55598,133.230.106.108,21497,2025-08-28-02:40:10,2025-08-28-02:43:19,189,186.109.149.186,0,BRAS-004,user0145,SUB100145,Ayaan Nair,"158, Ring Road, Kolkata, India",ayaan.nair941@yahoo.com,919859696915,919859696792,CUST200145,static,22.56504,88.36848,+916225779249,404454113522880,Sai Shah
UDP,172.22.75.146,10997,81.192.0.132,18963,2025-08-27-09:33:36,2025-08-27-09:37:50,254,78.254.69.146,42795,CGNAT-005,user0254,SUB100254,Ishita Nair,"229, JLN Marg, Ahmedabad, India",ishita.nair138@example.in,917143866322,917143866026,CUST200254,dynamic,23.00571,72.58535,+916203078579,404457435495915,Myra Das
TCP,129.86.28.108,39272,162.185.195.150,80,2025-08-26-01:53:15,2025-08-26-01:57:11,236,129.86.28.108,0,CGNAT-005,user0157,SUB100157,Diya Bose,"142, Ring Road, Kolkata, India",diya.bose255@gmail.com,919311219656,919311219234,CUST200157,dynamic,22.59744,88.355,+917624241190,404456795980608,Aditya Reddy
TCP,10.113.166.156,25339,5.28.30.39,5222,2025-08-24-14:38:34,2025-08-24-14:40:10,96,6.111.117.190,41768,BRAS-005,user0227,SUB100227,Ananya Pandey,"11, MG Road, Chennai, India",ananya.pandey127@outlook.com,916728326842,916728326508,CUST200227,dynamic,13.08478,80.27551,,SUB806320,Ishaan Verma
UDP,172.18.247.210,12774,33.71.206.28,53,2025-08-26-12:11:11,2025-08-26-12:12:54,103,113.155.224.203,27544,CGNAT-004,user0138,SUB100138,Aarohi Singh,"197, JLN Marg, Kolkata, India",aarohi.singh699@outlook.com,919547935646,919547935193,CUST200138,static,22.54971,88.33053,+919744629921,404456168328468,Krishna Patel
TCP,100.102.206.189,17757,123.52.21.14,443,2025-08-25-22:37:42,2025-08-25-22:42:13,271,134.120.122.169,4469,BRAS-008,user0005,SUB100005,Ishita Khan,"153, Bannerghatta Rd, Bengaluru, India",ishita.khan391@example.in,919532871012,919532871691,CUST200005,dynamic,12.99798,77.61793,+919403782390,404457389523308,Myra Jain
TCP,100.95.168.13,11711,158.205.17.173,80,2025-08-25-22:38:09,2025-08-25-22:39:32,83,169.223.15.208,22572,CGNAT-003,user0004,SUB100004,Vivaan Tiwari,"144, JLN Marg, Ahmedabad, India",vivaan.tiwari763@outlook.com,918641395376,918641395242,CUST200004,dynamic,23.022,72.54581,,404459772131583,Ira Kumar
TCP,49.246.74.200,26504,207.142.2.73,443,2025-08-25-10:56:32,2025-08-25-10:57:50,78,49.246.74.200,0,CGNAT-001,user0045,SUB100045,Myra Iyer,"83, Station Rd, Jaipur, India",myra.iyer259@yahoo.com,919551256746,919551256071,CUST200045,dynamic,26.93236,75.78435,+919866393621,SUB952051,Myra Chopra
ICMP,10.221.202.37,0,129.198.239.143,0,2025-08-27-16:28:13,2025-08-27-16:31:03,170,173.201.244.228,53878,BRAS-005,user0144,SUB100144,Aarav Das,"51, Bannerghatta Rd, Lucknow, India",aarav.das334@yahoo.com,917796603341,917796603182,CUST200144,static,26.83793,80.9431,+917749421043,,Vivaan Shah
TCP,100.115.191.171,40653,107.94.109.93,5060,2025-08-23-12:48:44,2025-08-23-12:49:30,46,37.149.43.190,49675,BRAS-004,user0064,SUB100064,Myra Das,"130, Ring Road, Lucknow, India",myra.das465@yahoo.com,919115921249,919115921856,CUST200064,dynamic,26.82751,80.9184,,404452572727034,
TCP,192.168.42.124,19640,25.78.200.201,443,2025-08-27-23:24:10,2025-08-27-23:24:13,3,123.78.240.204,61875,BRAS-011,user0027,SUB100027,Ayaan Tiwari,"39, Church Street, Chennai, India",ayaan.tiwari142@gmail.com,917487347143,917487347558,CUST200027,dynamic,13.06859,80.25153,+919195927373,404453479984901,Aadhya Patel
TCP,172.31.97.4,64988,146.250.80.77,443,2025-08-23-08:17:27,2025-08-23-08:19:38,131,52.108.96.141,5655,BRAS-003,user0054,SUB100054,Aditya Reddy,"76, Nehru Marg, Mumbai, India",aditya.reddy589@yahoo.com,918946474367,918946474369,CUST200054,static,19.10121,72.82588,+916573305169,,Ira Iyer
TCP,172.26.66.35,33471,16.70.73.231,22,2025-08-25-15:24:06,2025-08-25-15:25:19,73,76.123.126.51,54585,BRAS-004,user0185,SUB100185,Reyansh Reddy,"194, Ring Road, Mumbai, India",reyansh.reddy995@example.in,916477434902,916477434158,CUST200185,static,19.07634,72.91757,,404455588328847,Sai Singh
TCP,97.36.72.83,24667,36.122.190.130,80,2025-08-29-00:44:33,2025-08-29-00:45:54,81,97.36.72.83,0,BRAS-001,user0029,SUB100029,Ananya Pandey,"120, Park Street, Delhi, India",ananya.pandey861@outlook.com,919889373467,919889373656,CUST200029,static,28.58793,77.23805,,SUB321581,Sai Yadav
TCP,172.23.250.186,21188,197.103.147.248,5222,2025-08-25-12:59:23,2025-08-25-13:01:35,132,135.65.139.244,28821,CGNAT-004,user0157,SUB100157,Diya Bose,"142, Ring Road, Kolkata, India",diya.bose255@gmail.com,919311219656,919311219234,CUST200157,dynamic,22.59744,88.355,+919182263146,404456373521436,
TCP,10.89.221.108,9231,131.66.168.227,22,2025-08-24-01:56:40,2025-08-24-01:59:45,185,30.225.64.135,42737,CGNAT-003,user0093,SUB100093,Ayaan Das,"17, JLN Marg, Bengaluru, India",ayaan.das727@yahoo.com,919394731217,919394731715,CUST200093,dynamic,12.9771,77.55787,,SUB457791,Ananya Iyer
TCP,10.84.182.61,33526,43.172.189.190,443,2025-08-24-20:15:13,2025-08-24-20:17:37,144,55.60.108.199,59162,CGNAT-004,user0249,SUB100249,Sai Nair,"81, Link Road, Mumbai, India",sai.nair488@outlook.com,917565880434,917565880651,CUST200249,static,19.01628,72.83285,+917919084456,SUB183673,Pari Verma
TCP,172.27.87.186,63629,172.239.21.133,443,2025-08-23-14:00:36,2025-08-23-14:03:22,166,222.249.104.46,61679,BRAS-006,user0105,SUB100105,Aarav Iyer,"135, Ring Road, Lucknow, India",aarav.iyer175@example.in,918169409749,918169409309,CUST200105,dynamic,26.87418,80.90641,+917542972016,404454991801493,Sai Chopra
TCP,100.84.77.251,6051,171.23.235.25,22,2025-08-27-07:30:54,2025-08-27-07:35:32,278,49.198.122.176,6846,CGNAT-005,user0005,SUB100005,Ishita Khan,"153, Bannerghatta Rd, Bengaluru, India",ishita.khan391@example.in,919532871012,919532871691,CUST200005,dynamic,12.99798,77.61793,,404452745530397,Ira Mishra
TCP,10.113.200.252,40515,79.123.175.161,80,2025-08-23-23:42:08,2025-08-23-23:47:04,296,83.62.114.25,30257,BRAS-010,user0136,SUB100136,Reyansh Singh,"64, Bannerghatta Rd, Chennai, India",reyansh.singh967@yahoo.com,918447212646,918447212715,CUST200136,static,13.07978,80.3335,+918451767859,404452638378766,Ayaan Nair
TCP,192.168.207.41,8563,144.130.28.110,5223,2025-08-26-09:50:11,2025-08-26-09:53:32,201,200.114.153.22,53406,BRAS-011,user0223,SUB100223,Saanvi Reddy,"206, JLN Marg, Jaipur, India",saanvi.reddy527@yahoo.com,917993056164,917993056408,CUST200223,dynamic,26.94442,75.77736,+916218956294,,Aditya Jain
TCP,147.30.208.8,64672,45.1.238.205,443,2025-08-24-09:33:52,2025-08-24-09:39:46,354,147.30.208.8,0,BRAS-007,user0264,SUB100264,Ayaan Das,"24, Park Street, Chennai, India",ayaan.das239@gmail.com,919350208021,919350208427,CUST200264,static,13.09045,80.31764,+918270431763,404452559069834,
TCP,10.247.66.66,62116,114.94.148.18,443,2025-08-24-02:42:39,2025-08-24-02:43:47,68,147.31.127.158,63142,CGNAT-001,user0021,SUB100021,Saanvi Nair,"156, JLN Marg, Mumbai, India",saanvi.nair447@yahoo.com,919850142940,919850142965,CUST200021,static,19.05603,72.88466,+917498275206,,Pari Mehta
TCP,172.26.166.248,35623,165.165.131.74,22,2025-08-26-02:08:25,2025-08-26-02:10:27,122,162.219.204.12,28157,BRAS-011,user0126,SUB100126,Aarav Patel,"44, Link Road, Jaipur, India",aarav.patel472@example.in,919423536937,919423536547,CUST200126,static,26.96426,75.75769,+918420943334,404454187386864,Ira Mehta
UDP,172.21.151.220,60522,49.5.146.78,17384,2025-08-29-23:46:33,2025-08-29-23:50:08,215,22.179.73.239,43380,CGNAT-003,user0015,SUB100015,Sai Patel,"239, Link Road, Mumbai, India",sai.patel136@yahoo.com,919247510799,919247510183,CUST200015,static,19.14025,72.86551,+916690963213,404458124555667,Arjun Sharma
UDP,10.122.19.161,7932,212.35.209.67,53,2025-08-24-13:35:27,2025-08-24-13:38:23,176,90.233.175.155,38972,CGNAT-003,user0207,SUB100207,Aarohi Khan,"103, Gandhi Path, Chennai, India",aarohi.khan117@outlook.com,916100225579,916100225155,CUST200207,dynamic,13.07415,80.27663,+916849060108,,Saanvi Jain
TCP,10.158.134.142,27397,203.211.207.85,443,2025-08-29-03:21:30,2025-08-29-03:25:52,262,104.126.158.196,53847,BRAS-011,user0150,SUB100150,Muhammad Tiwari,"181, Nehru Marg, Kolkata, India",muhammad.tiwari332@outlook.com,918962923309,918962923849,CUST200150,dynamic,22.62442,88.31788,+919840423044,,Ishaan Das
UDP,192.168.60.15,51401,47.116.86.48,16417,2025-08-26-23:48:47,2025-08-26-23:52:11,204,69.169.12.239,1120,CGNAT-001,user0278,SUB100278,Sai Patel,"188, Ring Road, Ahmedabad, India",sai.patel39@yahoo.com,918196931572,918196931919,CUST200278,dynamic,22.99989,72.54043,+917420978758,SUB659781,Anika Iyer
TCP,100.108.112.209,25281,92.221.104.234,443,2025-08-24-16:40:28,2025-08-24-16:41:42,74,77.217.92.220,31264,BRAS-007,user0182,SUB100182,Reyansh Khan,"85, Church Street, Bengaluru, India",reyansh.khan104@gmail.com,917181599706,917181599962,CUST200182,static,12.96785,77.63904,+919911710618,404454962843961,Saanvi Mehta
TCP,100.94.179.80,51127,110.231.140.46,5061,2025-08-25-11:48:43,2025-08-25-11:51:19,156,77.5.50.5,6502,BRAS-001,user0160,SUB100160,Aadhya Patel,"84, Gandhi Path, Chennai, India",aadhya.patel550@outlook.com,919661889241,919661889183,CUST200160,static,13.10617,80.26498,,,Aarohi Iyer
UDP,172.19.220.97,41129,194.192.246.54,53,2025-08-24-06:45:55,2025-08-24-06:48:15,140,62.96.175.101,4596,BRAS-004,user0032,SUB100032,Ira Das,"184, Church Street, Delhi, India",ira.das965@example.in,918529912419,918529912496,CUST200032,static,28.63524,77.2328,+918463465260,,Aditya Rao
UDP,100.104.187.228,28428,213.69.175.226,28678,2025-08-27-08:01:15,2025-08-27-08:02:42,87,5.255.63.60,57634,CGNAT-004,user0042,SUB100042,Krishna Sharma,"37, Station Rd, Mumbai, India",krishna.sharma847@yahoo.com,917447134936,917447134832,CUST200042,static,19.04012,72.89231,+917512395558,404453958541932,Ayaan Gupta
UDP,10.82.109.33,58380,139.13.87.116,53,2025-08-25-00:00:09,2025-08-25-00:02:13,124,52.46.219.49,51881,CGNAT-005,user0099,SUB100099,Ira Khan,"62, Bannerghatta Rd, Bengaluru, India",ira.khan327@gmail.com,919735925556,919735925588,CUST200099,static,12.97145,77.5897,+917838883449,SUB737483,Pari Kumar
TCP,10.162.139.198,10784,15.250.32.24,443,2025-08-25-23:38:30,2025-08-25-23:39:55,85,213.7.1.128,28408,CGNAT-002,user0201,SUB100201,Aarohi Tiwari,"12, Nehru Marg, Jaipur, India",aarohi.tiwari844@gmail.com,917003354216,917003354942,CUST200201,dynamic,26.93702,75.77549,+919807907448,SUB442033,Diya Iyer
TCP,10.122.159.239,56220,101.232.132.181,5061,2025-08-29-14:27:55,2025-08-29-14:30:48,173,28.142.191.78,57294,BRAS-002,user0289,SUB100289,Aarohi Verma,"7, Ring Road, Chennai, India",aarohi.verma190@outlook.com,916252056647,916252056231,CUST200289,dynamic,13.07512,80.2816,+919150358345,404452033867928,Saanvi Yadav
UDP,100.67.177.6,4864,30.159.188.154,53,2025-08-26-23:55:03,2025-08-26-23:55:40,37,84.231.182.1,38784,CGNAT-005,user0257,SUB100257,Ira Nair,"69, Ring Road, Kolkata, India",ira.nair728@yahoo.com,917256996112,917256996355,CUST200257,dynamic,22.59632,88.37424,+916443702852,SUB879483,Riya Yadav
TCP,100.107.46.212,39980,105.147.155.85,5222,2025-08-26-01:10:30,2025-08-26-01:13:00,150,51.230.58.211,7833,CGNAT-002,user0120,SUB100120,Diya Bose,"56, MG Road, Hyderabad, India",diya.bose553@outlook.com,916331190790,916331190067,CUST200120,static,17.35869,78.48387,+919105102726,404456353357432,Ishaan Tiwari
UDP,100.81.90.113,55248,38.74.131.84,21257,2025-08-25-18:36:53,2025-08-25-18:40:26,213,157.170.208.4,28561,BRAS-008,user0288,SUB100288,Diya Patel,"239, Ring Road, Chennai, India",diya.patel672@outlook.com,918782329832,918782329826,CUST200288,static,13.12279,80.30814,,404454218372668,
TCP,100.98.160.168,47695,217.121.167.60,443,2025-08-25-19:37:48,2025-08-25-19:39:35,107,132.95.27.167,21403,BRAS-005,user0228,SUB100228,Sara Mehta,"172, Ring Road, Hyderabad, India",sara.mehta186@gmail.com,916435368222,916435368943,CUST200228,static,17.41729,78.46133,,404452055281769,Vivaan Jain
ICMP,172.23.72.201,0,137.179.64.21,0,2025-08-24-15:41:06,2025-08-24-15:44:24,198,89.36.168.37,41769,BRAS-006,user0263,SUB100263,Sai Patel,"164, Bannerghatta Rd, Hyderabad, India",sai.patel114@yahoo.com,916638944846,916638944122,CUST200263,dynamic,17.42865,78.49064,+918272820983,,Reyansh Gupta
TCP,192.168.235.173,62550,223.105.216.146,80,2025-08-23-01:18:06,2025-08-23-01:19:58,112,128.145.149.107,13305,CGNAT-004,user0289,SUB100289,Aarohi Verma,"7, Ring Road, Chennai, India",aarohi.verma190@outlook.com,916252056647,916252056231,CUST200289,dynamic,13.07512,80.2816,+918891168519,,Krishna Sharma
TCP,192.168.65.226,22844,4.21.166.69,5222,2025-08-29-07:04:40,2025-08-29-07:05:42,62,124.245.227.8,54394,BRAS-007,user0263,SUB100263,Sai Patel,"164, Bannerghatta Rd, Hyderabad, India",sai.patel114@yahoo.com,916638944846,916638944122,CUST200263,dynamic,17.42865,78.49064,+916341802040,404452893413704,Aarav Pillai
TCP,172.27.161.18,5325,114.50.39.35,22,2025-08-23-19:00:04,2025-08-23-19:03:19,195,168.106.5.144,6781,BRAS-003,user0257,SUB100257,Ira Nair,"69, Ring Road, Kolkata, India",ira.nair728@yahoo.com,917256996112,917256996355,CUST200257,dynamic,22.59632,88.37424,,404457318125736,
UDP,172.30.128.47,63116,78.255.116.53,53,2025-08-25-23:23:41,2025-08-25-23:24:06,25,136.226.191.232,12985,BRAS-004,user0216,SUB100216,Pari Das,"54, Ring Road, Jaipur, India",pari.das206@outlook.com,917465472269,917465472485,CUST200216,dynamic,26.90847,75.73237,+919623504080,SUB110931,
TCP,100.69.26.72,22392,171.140.48.158,5061,2025-08-24-06:06:16,2025-08-24-06:06:47,31,107.142.81.254,52936,BRAS-007,user0121,SUB100121,Aadhya Patel,"243, Ring Road, Hyderabad, India",aadhya.patel571@gmail.com,917959953428,917959953644,CUST200121,static,17.33227,78.44269,+919777553898,SUB799666,Arjun Mishra
TCP,192.168.232.5,42880,137.231.56.36,80,2025-08-29-08:06:31,2025-08-29-08:07:41,70,145.239.108.106,27783,BRAS-004,user0226,SUB100226,Aarohi Sharma,"196, Bannerghatta Rd, Jaipur, India",aarohi.sharma289@gmail.com,919180919015,919180919144,CUST200226,dynamic,26.97093,75.84961,+918889920534,404456962774690,Ananya Mishra
UDP,212.101.207.155,41083,27.48.115.204,28330,2025-08-25-02:42:52,2025-08-25-02:45:21,149,212.101.207.155,0,BRAS-008,user0089,SUB100089,Ayaan Verma,"155, Park Street, Jaipur, India",ayaan.verma441@gmail.com,918667652775,918667652416,CUST200089,dynamic,26.90884,75.79587,+917913496898,404455908381709,Myra Mishra
TCP,10.6.189.199,29866,77.202.4.194,443,2025-08-26-11:06:53,2025-08-26-11:06:55,2,70.152.191.119,60183,BRAS-010,user0169,SUB100169,Aarohi Khan,"220, Link Road, Bengaluru, India",aarohi.khan856@outlook.com,916853747411,916853747490,CUST200169,static,13.00626,77.61286,+919510984848,404457697190998,Saanvi Tiwari
ICMP,10.197.29.229,0,84.31.191.174,0,2025-08-29-22:01:18,2025-08-29-22:03:13,115,88.220.163.175,45742,BRAS-008,user0119,SUB100119,Aadhya Singh,"240, Station Rd, Hyderabad, India",aadhya.singh194@yahoo.com,917004786863,917004786752,CUST200119,static,17.35313,78.47082,+917574455282,,Arjun Verma
UDP,172.23.233.136,59130,159.75.197.137,18764,2025-08-24-05:50:41,2025-08-24-05:53:15,154,143.74.29.146,38027,CGNAT-003,user0183,SUB100183,Diya Das,"76, Ring Road, Bengaluru, India",diya.das90@example.in,918443106987,918443106050,CUST200183,dynamic,12.94929,77.56993,,404452951190855,Vivaan Rao
TCP,10.5.103.97,56329,163.247.74.15,443,2025-08-26-19:01:42,2025-08-26-19:05:33,231,159.166.70.86,33826,BRAS-003,user0065,SUB100065,Vihaan Tiwari,"66, Link Road, Pune, India",vihaan.tiwari682@yahoo.com,916836736576,916836736156,CUST200065,static,18.50871,73.8154,+916848274666,,Ira Verma
UDP,213.36.227.116,20127,109.204.88.180,53,2025-08-24-15:32:00,2025-08-24-15:34:51,171,213.36.227.116,0,CGNAT-002,user0271,SUB100271,Reyansh Sharma,"165, Link Road, Jaipur, India",reyansh.sharma420@yahoo.com,918935186387,918935186294,CUST200271,static,26.91983,75.78192,+918167965906,SUB279815,
TCP,100.112.151.100,10992,41.198.247.97,5222,2025-08-29-14:53:58,2025-08-29-14:57:30,212,119.114.216.220,45905,CGNAT-005,user0283,SUB100283,Sai Gupta,"85, Church Street, Kolkata, India",sai.gupta24@example.in,918211039240,918211039147,CUST200283,static,22.56781,88.34431,+916601958453,SUB281683,
TCP,10.87.160.18,49785,71.182.162.243,22,2025-08-24-00:25:26,2025-08-24-00:27:13,107,189.137.128.184,35029,BRAS-009,user0246,SUB100246,Muhammad Sharma,"4, Station Rd, Pune, India",muhammad.sharma531@outlook.com,917920530214,917920530566,CUST200246,static,18.51181,73.87032,+918974521753,SUB541088,Reyansh Singh
TCP,100.95.2.128,39651,45.56.63.103,22,2025-08-27-00:14:46,2025-08-27-00:17:23,157,182.49.58.140,45861,BRAS-002,user0215,SUB100215,Myra Sharma,"226, Gandhi Path, Mumbai, India",myra.sharma517@yahoo.com,916869782922,916869782699,CUST200215,dynamic,19.04478,72.89194,+917224832020,404458387092553,Aditya Reddy
ICMP,172.17.86.18,0,23.165.42.167,0,2025-08-26-12:39:13,2025-08-26-12:42:05,172,93.145.107.255,5251,CGNAT-003,user0131,SUB100131,Ayaan Sharma,"62, Ring Road, Bengaluru, India",ayaan.sharma578@outlook.com,916489025039,916489025614,CUST200131,dynamic,12.97857,77.57794,+918401956147,SUB477027,Pari Das
TCP,172.26.250.236,20930,107.90.48.62,443,2025-08-27-23:29:36,2025-08-27-23:32:26,170,79.99.188.210,41051,BRAS-004,user0068,SUB100068,Pari Nair,"192, JLN Marg, Lucknow, India",pari.nair94@gmail.com,918024455022,918024455612,CUST200068,static,26.85611,80.97134,,404452428796971,Ayaan Pillai
TCP,192.168.221.37,14909,19.69.196.128,443,2025-08-25-20:50:50,2025-08-25-20:54:19,209,129.140.209.25,62116,BRAS-002,user0072,SUB100072,Aarav Reddy,"177, Link Road, Delhi, India",aarav.reddy852@example.in,916596966416,916596966529,CUST200072,static,28.58951,77.19654,,,Vivaan Jain
TCP,172.29.198.42,27468,67.41.219.229,80,2025-08-25-04:52:29,2025-08-25-04:56:14,225,220.119.190.98,54095,BRAS-005,user0094,SUB100094,Krishna Pandey,"206, JLN Marg, Delhi, India",krishna.pandey479@yahoo.com,917258313237,917258313589,CUST200094,static,28.57286,77.25853,+916492686020,,
ICMP,100.108.161.134,0,147.198.255.255,0,2025-08-27-06:01:22,2025-08-27-06:01:36,14,194.129.172.102,32053,CGNAT-003,user0014,SUB100014,Reyansh Verma,"67, Church Street, Mumbai, India",reyansh.verma958@yahoo.com,916361939909,916361939699,CUST200014,dynamic,19.08838,72.89062,,SUB125478,Riya Nair
TCP,172.25.223.61,24643,50.209.87.169,22,2025-08-24-10:07:51,2025-08-24-10:09:40,109,168.161.234.171,49752,BRAS-009,user0067,SUB100067,Krishna Bose,"58, Gandhi Path, Kolkata, India",krishna.bose588@yahoo.com,918519832731,918519832851,CUST200067,static,22.52848,88.33343,+916611329628,SUB135907,
TCP,172.17.118.100,42546,30.231.45.74,5060,2025-08-27-23:35:28,2025-08-27-23:35:44,16,61.180.233.49,35272,BRAS-011,user0001,SUB100001,Sai Reddy,"68, MG Road, Mumbai, India",sai.reddy619@yahoo.com,918026542351,918026542615,CUST200001,dynamic,19.09851,72.90592,+919791831276,SUB410107,Anika Mehta
TCP,192.168.199.88,64306,53.241.208.163,22,2025-08-25-19:52:01,2025-08-25-19:53:28,87,25.130.233.73,45077,CGNAT-001,user0075,SUB100075,Aarohi Singh,"95, Nehru Marg, Mumbai, India",aarohi.singh59@gmail.com,919177449058,919177449477,CUST200075,static,19.07124,72.84663,+918273918461,,Myra Reddy
TCP,206.85.2.202,65005,52.108.159.74,80,2025-08-26-13:09:57,2025-08-26-13:12:51,174,206.85.2.202,0,BRAS-001,user0029,SUB100029,Ananya Pandey,"120, Park Street, Delhi, India",ananya.pandey861@outlook.com,919889373467,919889373656,CUST200029,static,28.58793,77.23805,+918722044816,SUB451579,Vivaan Nair
TCP,172.25.193.183,8718,42.181.182.85,443,2025-08-23-11:38:33,2025-08-23-11:40:47,134,126.182.116.241,16897,BRAS-005,user0113,SUB100113,Pari Pandey,"115, Nehru Marg, Kolkata, India",pari.pandey242@example.in,919685161227,919685161304,CUST200113,dynamic,22.64812,88.42021,+916562935926,,Ananya Patel
TCP,172.18.90.247,17481,189.31.141.128,443,2025-08-28-20:42:51,2025-08-28-20:45:22,151,71.92.209.97,16407,CGNAT-001,user0098,SUB100098,Vivaan Nair,"177, MG Road, Ahmedabad, India",vivaan.nair75@example.in,918396907844,918396907364,CUST200098,static,23.0418,72.55956,+916670650016,404451764281915,Ira Sharma
TCP,100.114.169.153,29365,42.112.151.63,22,2025-08-25-00:14:10,2025-08-25-00:16:04,114,147.123.157.72,59078,CGNAT-005,user0121,SUB100121,Aadhya Patel,"243, Ring Road, Hyderabad, India",aadhya.patel571@gmail.com,917959953428,917959953644,CUST200121,static,17.33227,78.44269,+917437516617,404456280202785,Vihaan Verma
UDP,172.21.251.7,28569,197.115.185.2,53,2025-08-27-19:02:57,2025-08-27-19:04:21,84,4.221.131.190,1831,BRAS-002,user0099,SUB100099,Ira Khan,"62, Bannerghatta Rd, Bengaluru, India",ira.khan327@gmail.com,919735925556,919735925588,CUST200099,static,12.97145,77.5897,+919625437751,SUB692463,
ICMP,78.8.170.171,0,156.244.37.6,0,2025-08-27-01:31:01,2025-08-27-01:31:48,47,78.8.170.171,0,CGNAT-005,user0070,SUB100070,Pari Reddy,"154, MG Road, Ahmedabad, India",pari.reddy405@outlook.com,919438156149,919438156840,CUST200070,static,23.03493,72.54171,+916155155729,404453062747330,Ananya Patel
ICMP,138.130.130.133,0,47.235.39.195,0,2025-08-27-12:38:41,2025-08-27-12:39:52,71,138.130.130.133,0,CGNAT-004,user0015,SUB100015,Sai Patel,"239, Link Road, Mumbai, India",sai.patel136@yahoo.com,919247510799,919247510183,CUST200015,static,19.14025,72.86551,+918181646981,,Arjun Kumar
TCP,172.29.224.109,30633,192.175.106.97,5061,2025-08-28-22:56:20,2025-08-28-22:58:21,121,187.135.214.95,50120,CGNAT-001,user0290,SUB100290,Pari Bose,"122, Park Street, Lucknow, India",pari.bose504@example.in,917933051728,917933051752,CUST200290,static,26.7744,80.91151,+916945217753,404456555886102,Reyansh Rao
TCP,118.137.87.243,48468,4.251.242.250,80,2025-08-25-02:12:08,2025-08-25-02:13:50,102,118.137.87.243,0,CGNAT-001,user0256,SUB100256,Saanvi Sharma,"21, Gandhi Path, Kolkata, India",saanvi.sharma911@example.in,919159399824,919159399587,CUST200256,dynamic,22.57558,88.36132,,SUB602018,Ananya Rao
TCP,172.29.57.5,28422,180.236.115.62,443,2025-08-24-03:00:38,2025-08-24-03:01:59,81,173.43.14.80,9929,CGNAT-003,user0044,SUB100044,Pari Patel,"112, Bannerghatta Rd, Ahmedabad, India",pari.patel600@outlook.com,916139904902,916139904874,CUST200044,static,23.03692,72.5848,+916466324035,404451997378630,Pari Nair
